user_id,app_sessions_per_day,sms_fin_alerts_monthly,utility_delay_days,ecommerce_spend_ratio,location_stability_score,device_age_months,default_label
1059,11,22,2,0.07371731794927143,0.8515586845353519,7,0
1060,8,13,0,0.1018165850965858,0.810069301599401,27,0
1061,12,11,0,0.20046870711358464,0.8381512451001081,41,0
1062,10,15,8,0.24839444803320052,0.7181609745273013,12,1
1063,11,11,0,0.5422345354508277,0.6863729810531244,46,0
1064,12,21,3,0.11736946290001264,0.71141283856095,33,0
1065,16,17,0,0.5830553855527297,0.7467681858537634,13,0
1066,8,16,1,0.486091925937703,0.7770718617942589,2,0
1067,7,17,3,0.5288828339360646,0.9037275380639821,3,0
1068,13,15,0,0.5576663938441461,0.8087341456025049,11,0
1069,10,11,0,0.4519447182846724,0.8484597102508585,5,0
1070,15,15,6,0.47326789897023663,0.8141601012580133,2,0
1071,8,14,2,0.2626909779633717,0.6884565746471224,46,0
1072,11,20,2,0.3062701408057464,0.8017269526005649,28,0
1073,11,14,2,0.5594912560599805,0.8130782110191537,13,0
1074,5,19,0,0.22695354693158967,0.8759923221341308,46,0
1075,10,13,0,0.025168243838524316,0.6931411930356536,35,0
1076,11,16,1,0.4576526312848637,0.5959589134851639,40,0
1077,12,15,0,0.343894507030511,0.8176263815170498,13,0
1078,8,14,1,0.48892557740598697,0.8353850001588381,12,0
1079,11,21,3,0.04533075996657727,0.7820615193682953,18,0
1080,11,20,0,0.37273919428547386,0.8028020900726791,18,0
1081,5,20,2,0.14862353279445478,0.8878772378582805,17,0
1082,8,12,0,0.5419611566966904,0.7541194423472491,39,0
1083,13,13,0,0.0659459638450474,0.7721359157841421,22,0
1084,11,13,1,0.5058415636350378,0.8079036444613832,13,0
1085,7,19,3,0.053132551183146214,0.6780185320830657,45,0
1086,8,20,0,0.015058413298198858,0.7848102774952246,38,0
1087,11,14,1,0.1410356580251534,0.7936256682665794,19,0
1088,15,17,2,0.19982672455601028,0.9637042214320275,24,0
1089,8,8,0,0.3759172630871227,0.770188434237154,19,0
1090,14,18,1,0.07903475841663228,0.8200011239944468,21,0
1091,6,14,4,0.26239796015464495,0.8918617605389743,24,0
1092,16,16,1,0.12255816126172425,0.7162515274689573,30,0
1093,11,16,0,0.513181992928238,0.9375740386876167,28,0
1094,6,7,1,0.02697990477078298,0.9763870232057279,35,0
1095,14,12,1,0.21356263601311265,0.7971103712351325,46,0
1096,12,7,0,0.3788244479814653,0.746057393854062,38,0
1097,9,15,0,0.5478529068311634,0.9627119424390389,17,0
1098,10,6,0,0.5207960536163371,0.8795630872768149,34,0
1099,13,13,0,0.5371151997102981,0.8081969204663837,9,0
1100,15,12,0,0.03771197620978926,0.9426843819615703,13,0
1101,9,11,1,0.5045539568780757,0.932099218854932,14,0
1102,11,10,0,0.46794754712647146,0.7663743046041778,26,0
1103,10,5,4,0.5414589895653713,0.824872985329915,21,1
1104,8,22,1,0.18694576035480082,0.8576792487925957,44,0
1105,1,20,4,0.54705906376402,0.8028730029887852,20,0
1106,13,22,1,0.24158465105186866,0.660912940909572,11,0
1107,6,19,0,0.38045981131547996,0.7061740496301754,42,0
1108,13,13,1,0.254507394724199,0.6641737214539774,35,0
1109,11,12,3,0.25658905830939066,0.8492924303024004,31,0
1110,10,12,0,0.32798221127694094,0.6815647682876256,18,0
1111,10,14,0,0.2135560257724935,0.8192418070817431,14,1
1112,13,13,0,0.4756421965615414,0.9831903826275158,5,0
1113,9,20,0,0.3801832412491433,0.9427770184912146,17,0
1114,9,13,0,0.4138534569233674,0.6162583353066021,21,0
1115,6,21,0,0.13862088013305815,0.6721298529228994,14,0
1116,10,12,0,0.5817451730888354,0.7223483575820142,3,0
1117,12,14,2,0.3961056586637792,0.6830976310780632,31,1
1118,17,19,0,0.11831751871823497,0.6346185622678266,25,0
1119,10,19,2,0.45029414608262025,0.7989159660274759,47,1
1120,9,21,1,0.10422846192457362,0.8705100549416565,44,0
1121,9,14,1,0.03803093777970503,0.8954034038722888,17,0
1122,3,28,0,0.31653203768750054,0.7525523829256191,26,0
1123,10,13,1,0.33211437249740833,0.7728096299684409,17,0
1124,10,17,0,0.11337934483895915,0.8355677245124756,19,0
1125,6,15,1,0.2090273665752954,0.7891514438160852,27,0
1126,9,12,1,0.5674615774072181,0.8810606776095802,7,0
1127,11,10,0,0.17100193925249393,0.8430364862834514,26,0
1128,9,12,0,0.0933408364592212,0.7623695576485972,5,0
1129,10,15,0,0.5955371751992724,0.6143363688346557,2,0
1130,11,9,0,0.18138332182828004,0.9499031605481993,16,0
1131,16,14,0,0.40815220388764717,0.7313917710555679,45,0
1132,9,17,7,0.1389361088635598,0.8357558645730261,11,1
1133,10,16,0,0.33007271819183365,0.6083408331280903,39,0
1134,16,15,1,0.2317691919657693,0.7988683416614195,23,0
1135,7,12,2,0.5769475566955131,0.81002619608622,35,1
1136,5,20,2,0.2596835247302926,0.8148602072547663,6,0
1137,5,12,5,0.3505045105090345,1.0,37,0
1138,4,18,3,0.5668597595400883,0.7368881626206567,1,0
1139,14,22,3,0.593540579962773,0.8820664226956694,33,0
1140,13,13,6,0.0609950184029979,0.8523232452209377,18,1
1141,8,11,0,0.5005924272254333,0.7321361007332414,3,0
1142,12,10,1,0.22926989651234927,0.880566940318093,19,0
1143,9,10,4,0.3568972237233677,0.7835679063069199,10,0
1144,14,16,1,0.2250288473731473,0.8875243217576719,20,0
1145,12,13,7,0.2406697233928754,0.9960962623421715,11,1
1146,10,18,0,0.09531452159106692,0.81507988906341,32,0
1147,9,15,1,0.3436598750567195,0.771887477093155,40,0
1148,15,12,7,0.3280295675668348,0.9051556183810414,20,1
1149,17,14,0,0.1136134731230399,0.9396653165934342,32,0
1150,11,10,2,0.32503825760036487,0.7116742460607951,43,1
1151,8,16,0,0.5838611295786517,0.7547042910461925,37,0
1152,5,19,2,0.4286451575122738,0.8675423271841263,22,0
1153,9,15,5,0.2885895357500111,0.786796798958528,4,0
1154,8,21,0,0.5496503913488251,0.7045667987013213,13,0
1155,6,14,0,0.3451886139031835,0.8540694827895395,6,0
1156,11,14,0,0.08102879923668202,0.8671489715706773,29,0
1157,5,13,4,0.3285057886874738,0.7665614244103025,2,0
1158,12,19,2,0.10858386921952068,0.8061348765331238,25,0
1159,9,15,0,0.46050290324860454,0.7423426931053881,32,1
1160,9,11,0,0.5803045285768249,0.6904762574088028,26,0
1161,13,16,3,0.21649115072599814,0.7502935393371813,26,0
1162,9,20,3,0.2609507280751167,0.8073932350175907,38,1
1163,5,13,0,0.25289788010317804,0.6524910778530704,22,0
1164,3,19,0,0.17117998547692911,0.7575987068747841,10,0
1165,12,19,3,0.4765079789271786,0.8087830130592739,23,0
1166,18,11,1,0.3706369996481975,0.9194659910124868,4,0
1167,8,9,6,0.038430934113935764,0.7687407645199469,16,0
1168,11,7,1,0.5032838010138813,0.6754097649890778,42,1
1169,9,16,2,0.11225293869192436,0.7790339987302272,33,0
1170,3,14,1,0.5874906970254726,0.7433430695909911,13,0
1171,10,11,5,0.22599788340153945,0.8552178555057364,46,1
1172,8,10,1,0.3698697882901943,0.7662094673637772,44,0
1173,10,22,0,0.04669417133761824,0.5289433378420729,13,0
1174,11,15,0,0.206797964813014,1.0,33,0
1175,12,13,3,0.48141237441646884,0.814236329159093,14,0
1176,8,10,1,0.28632509517195504,0.808919151030858,8,0
1177,12,11,0,0.5427620901264137,0.6458590028002968,26,0
1178,11,12,1,0.34508306463048427,0.6535430734038389,22,0
1179,3,23,0,0.5571433172374486,0.7908051042326968,46,0
1180,9,12,0,0.5895659442075336,0.833617133231164,1,0
1181,11,14,0,0.27233673571096556,0.8702114139176753,16,0
1182,14,16,1,0.3390939435466848,0.8237437657318261,44,1
1183,9,11,2,0.5009523859507619,0.6814057796831866,29,0
1184,14,15,3,0.1329198033214878,0.5495533390919951,23,0
1185,9,13,5,0.5169777442686657,0.7899777650621795,5,1
1186,17,12,1,0.35515208422636174,0.7466025329390873,21,0
1187,7,13,2,0.43530008123071523,0.6737428275887716,36,0
1188,11,15,0,0.047912413598067125,0.8828058224105626,20,0
1189,10,9,0,0.4597126100720421,0.6424423250820012,43,0
1190,10,15,0,0.18647214274419505,0.8616968839456584,8,0
1191,10,20,1,0.48313936610990516,0.6589862024982519,26,0
1192,14,14,0,0.30549152298162413,0.8134088685583332,41,0
1193,6,15,0,0.16476860088937986,0.8933974322018623,25,1
1194,13,11,2,0.5716558182129924,0.7662066684397726,42,1
1195,12,10,0,0.4590374386268995,0.9689919834506822,7,0
1196,6,18,1,0.5914116443241881,0.9917886325593505,22,0
1197,8,16,1,0.21868193904732228,0.8237175000019656,33,0
1198,9,15,0,0.3895317801249832,0.8541385370590273,5,0
1199,15,17,0,0.366953206718236,0.906070886631652,38,0
1200,10,17,0,0.41253404464128174,0.854442637248549,12,0
1201,9,18,0,0.022989939624798495,0.8437243217598545,44,0
1202,10,15,1,0.17503159432642446,0.7475930597223912,14,0
1203,10,14,3,0.5456025442744843,0.6312643824822288,7,0
1204,11,13,0,0.2542920329233361,0.6609904586750524,28,0
1205,4,11,0,0.5763862074489283,1.0,46,0
1206,6,18,3,0.12810190358698545,0.8322458957805001,16,1
1207,6,16,0,0.5984543840886536,0.7754316518608668,41,0
1208,7,15,0,0.41854854537571934,0.9263327259117909,2,0
1209,15,14,1,0.4658360544398927,0.725054202713817,31,1
1210,12,10,2,0.23811670332152146,0.8583108267413189,36,0
1211,7,9,1,0.5442048727563724,0.8077192033560039,14,0
1212,6,13,2,0.3272777405751732,0.8460027501103603,46,0
1213,6,14,0,0.408563028134781,0.7663590130706144,28,0
1214,6,20,1,0.0568849628017716,0.703530569270962,47,0
1215,7,19,0,0.379008420535736,0.7177128926860359,32,0
1216,10,12,2,0.5274473929572939,0.7216115797739703,28,0
1217,11,15,4,0.10696993692959285,0.7997029687677845,12,0
1218,4,18,0,0.4426355607809076,0.6443864819526057,13,0
1219,7,16,0,0.015240455396792729,0.6752571384977908,22,0
1220,9,23,0,0.5557218099375113,0.8135524297529203,42,0
1221,11,11,0,0.5897502696187117,0.7872324955586085,29,0
1222,10,23,0,0.21250804007885665,0.8190231534256699,30,0
1223,10,18,1,0.0642443098292009,0.7954956465666891,15,0
1224,5,15,7,0.395145820897887,1.0,40,1
1225,10,16,1,0.017900708488487436,0.8126738433990874,4,0
1226,8,14,0,0.289491768778312,0.7620920350512724,33,1
1227,7,19,0,0.1630675050827319,0.8101131785361511,46,0
1228,6,11,0,0.28400343237172615,0.901995504251033,9,0
1229,11,16,0,0.010965308843014188,0.7950371610622535,38,0
1230,13,13,2,0.030967309842423883,0.8684728358636247,16,0
1231,5,15,0,0.0095854973060294,0.8396045964402217,26,1
1232,11,11,11,0.3714791220282684,0.7709584423157356,43,1
1233,9,11,1,0.3360557506051251,0.8110875798881952,27,0
1234,8,13,1,0.13989479912196268,0.9598922114192077,11,0
1235,11,18,0,0.3879858773424128,0.8243078295037964,46,0
1236,11,21,2,0.530524354136985,0.701397897582893,43,0
1237,5,12,1,0.1663932606156682,0.7680489572867125,26,0
1238,7,17,0,0.49919628472739247,0.5885752750267195,14,0
1239,7,9,0,0.3975054816013089,0.8137398706752881,1,0
1240,5,18,5,0.020292265903789897,0.9312062343782814,11,0
1241,13,8,0,0.22508993749766068,0.6658594231866146,30,0
1242,6,12,1,0.30465432951541027,0.814973273450805,24,0
1243,16,11,0,0.43901951397283284,0.8985431805869287,4,0
1244,11,13,0,0.17227833495205017,0.9091138633196485,22,0
1245,13,11,0,0.5896380629147594,0.9279801172275832,46,0
1246,8,19,0,0.4107238443030515,0.6131746168654497,8,0
1247,10,9,2,0.22368820629861633,0.850493095461181,47,0
1248,8,18,1,0.05821502344626721,0.6494434814905395,16,0
1249,6,16,3,0.10882065616248594,0.700166786342753,33,1
1250,10,18,2,0.29256465603309395,0.8821122259608507,33,0
1251,8,14,0,0.29681721297502,0.8158047121851617,10,0
1252,8,13,1,0.4606312588928121,0.8726336074239374,2,0
1253,7,12,2,0.4357059753433515,0.7070883395198302,44,1
1254,13,17,2,0.12076382311069038,0.9473603110162877,4,0
1255,10,18,1,0.35697397233495903,0.8688333933841051,23,0
1256,6,12,2,0.012373080445732997,0.8889298119293461,27,1
1257,16,16,0,0.23912843963060001,0.6919833223884865,33,0
1258,6,25,2,0.4584631443429634,0.9171401240212619,33,0
1259,7,21,0,0.23970515597229988,0.7683838423359598,41,0
1260,12,21,1,0.5013577438808545,0.738877372985461,20,0
1261,9,19,0,0.585693174075169,0.8625463540045663,13,0
1262,9,14,3,0.36432756161961943,0.858321177478794,11,0
1263,9,12,1,0.08700244580505397,0.7153181152242662,19,0
1264,10,19,2,0.2278063247432464,1.0,32,0
1265,12,13,3,0.005690013041025099,0.9814350576389775,3,0
1266,9,16,4,0.36163555430445155,0.860503514081177,13,0
1267,15,12,2,0.49294110058427887,0.8430403422731689,28,0
1268,11,17,0,0.37796404735382577,0.8329786226260296,22,0
1269,6,11,3,0.4716517375100699,0.6450003373981329,19,0
1270,11,16,1,0.47994235636553195,0.8112807387921463,31,0
1271,6,15,1,0.5106075457304782,0.8099541581895748,20,0
1272,7,14,5,0.15999826979853252,0.7423988313761619,24,1
1273,8,14,0,0.5227611136922531,0.7690650827998416,32,0
1274,6,15,0,0.39245639907809454,0.5618707605284528,9,0
1275,13,10,1,0.17383533395669218,0.6902727069875009,19,0
1276,7,12,2,0.5923768289977567,0.892182629150729,23,0
1277,12,14,1,0.5701094362390013,0.9731196901639362,25,1
1278,12,17,2,0.3446645899238396,0.7056619314704229,33,0
1279,7,15,1,0.5059250270397381,0.8182848654975939,46,0
1280,7,10,1,0.156896693231923,0.9098382329397318,44,0
1281,11,15,3,0.24962219796653398,0.7479784974105247,2,0
1282,6,13,0,0.11038305644630021,0.8676248177234616,3,0
1283,10,13,2,0.31206158557754876,0.7966210304419841,28,0
1284,16,18,3,0.2976008580429992,0.919040198842535,37,0
1285,12,19,1,0.12768793557693983,0.6717549260331377,35,0
1286,11,16,0,0.4036810162296585,0.6895423371232348,14,0
1287,9,18,0,0.07067417731524751,0.8279539168942811,24,0
1288,9,14,3,0.037014870641826715,0.8096206099900437,37,1
1289,6,15,0,0.23094298119743165,0.794367610350667,3,0
1290,14,15,0,0.24589486667082294,0.8575834160204483,23,0
1291,11,17,0,0.19184436391589169,0.7069350435442264,34,0
1292,3,17,1,0.15476798254695026,0.6630564388378571,9,0
1293,13,11,2,0.2032658070057182,0.7499891891971275,18,0
1294,8,16,2,0.0980253443712618,0.7611721441301902,2,0
1295,8,16,0,0.2420714814797264,0.771625281894209,22,0
1296,12,25,2,0.5427620241104661,0.9269045711353877,35,0
1297,7,12,2,0.13465612872530294,0.8770417246799209,31,1
1298,6,16,0,0.41067066261021024,0.8533239869155429,26,0
1299,10,15,0,0.08507070623870361,0.8221999594629311,14,0
1300,15,22,4,0.21234397440613845,0.7565811544284445,45,0
1301,11,20,2,0.19270486832715375,0.7146054843216556,28,0
1302,6,20,2,0.5622176366449967,0.6802842579307979,11,1
1303,10,16,0,0.25678923348108534,0.7305493149529325,32,0
1304,7,15,3,0.41427956626883033,0.7957078011639012,21,0
1305,11,22,1,0.36147768538279756,0.6845015799817333,23,0
1306,13,11,3,0.08461804517085685,0.816951975773661,24,0
1307,10,12,7,0.5637242706183709,0.7805561872764355,12,0
1308,9,16,6,0.20752157511345792,0.7602701588456797,3,0
1309,6,5,3,0.026855013470189835,0.9161532901211638,6,0
1310,9,19,0,0.18026622410651258,0.5539381377777269,12,0
1311,11,13,4,0.20138023552939566,0.7616270454715071,20,0
1312,12,16,0,0.05564719642723632,0.5647562554370522,6,0
1313,7,17,3,0.3719864438279657,0.8238562672929443,20,0
1314,13,14,0,0.20805852332492725,0.8762181583198927,14,0
1315,11,10,1,0.3774807637985825,0.6648893795786199,41,0
1316,5,9,0,0.004044338153440297,0.677694241610861,44,0
1317,14,12,2,0.5892290393944515,0.6301700168289545,1,0
1318,12,8,0,0.10230981512680896,0.8063641992713169,20,0
1319,8,15,1,0.3955985920229618,0.7659211723795973,22,0
1320,7,8,3,0.42947058196770926,0.7721345269608407,40,1
1321,7,17,2,0.10296500984848564,0.7632028360514119,31,0
1322,9,12,0,0.06702736926145114,0.7026400935632061,31,0
1323,13,22,1,0.0915463151068852,0.9131874023896037,28,0
1324,7,18,0,0.14809095350696672,0.8272340680131628,12,0
1325,11,18,2,0.10093927079574529,0.6815336463222397,16,0
1326,11,11,6,0.404399656173649,0.7299453184167499,33,0
1327,10,19,2,0.25249992223564033,0.7127931225532524,35,1
1328,13,16,0,0.3226749567092178,0.9405927903473063,44,0
1329,14,12,0,0.028402073285494954,0.8711219272682866,4,1
1330,9,25,7,0.516749377860434,0.7873510543077448,10,0
1331,8,10,0,0.10234293192371532,0.970722118495386,34,0
1332,11,8,1,0.2160913988730529,0.9452043595199184,41,1
1333,6,11,1,0.04314098389666019,0.776928910585823,3,0
1334,5,20,2,0.08207588078899779,0.7589434677876191,31,1
1335,8,21,4,0.39947964598539687,0.7637636044102651,31,0
1336,11,14,0,0.41555220135341336,0.704725340403107,1,0
1337,7,8,2,0.40617929077521125,0.9733974448467163,5,0
1338,14,17,1,0.33128207270761323,0.6993587496941123,5,0
1339,11,14,0,0.571512998407144,0.886830431542744,2,0
1340,9,12,0,0.3043062964611459,0.869054313090883,15,0
1341,10,12,1,0.2696472175778679,0.7695134021776434,1,0
1342,5,23,0,0.1485273394302861,0.9810045103664451,21,0
1343,7,26,3,0.05930971755996756,0.6440903678918473,37,0
1344,8,19,0,0.32889295797970725,0.792030869902111,7,0
1345,12,13,0,0.18893411201569685,0.7510959835059496,11,0
1346,11,16,0,0.3144152299143091,0.8960593150270854,26,0
1347,12,17,0,0.12367144695628782,0.8353565864375169,42,0
1348,11,7,1,0.5029036033247468,0.6272704821333508,2,0
1349,10,14,1,0.5998183257954414,0.9239479443746453,30,0
1350,8,21,2,0.19344210607238968,0.8485461722924568,14,1
1351,5,16,6,0.5053965643561978,0.696450813803707,5,0
1352,12,12,2,0.5237916818354444,0.7650320895213608,31,0
1353,12,15,0,0.5976442732542477,0.6700115085027918,32,0
1354,13,16,5,0.20563207786678764,0.7829161974383521,34,1
1355,8,11,0,0.4536248362284634,0.8150117967359823,10,0
1356,9,8,1,0.13728540218519125,0.7665352841366052,31,0
1357,15,21,1,0.374877600775286,0.7549535500127146,27,0
1358,17,17,0,0.4229055416837026,0.6387259630948822,18,0
1359,7,17,4,0.4446724155210578,0.8337241461503209,5,0
1360,14,15,0,0.12430330115067698,0.6075545403137048,17,0
1361,13,15,1,0.5092353422977168,0.8031079518237262,11,1
1362,7,25,0,0.2525831162355251,0.6200844175967539,5,0
1363,16,19,3,0.12982171064073303,0.8050504890486287,38,0
1364,7,15,2,0.3255186530231409,0.7993880995412251,37,0
1365,15,10,0,0.5180142777641652,0.8403344967678541,21,0
1366,12,16,2,0.5802527458668683,0.8862285716801593,24,0
1367,16,13,2,0.4489246930367246,0.9047588422250938,30,0
1368,8,11,1,0.0033737317628174555,0.638995740062407,16,0
1369,7,27,1,0.08082045627957368,0.794179394686692,41,0
1370,8,11,1,0.04576439186331944,1.0,22,0
1371,4,18,0,0.06072824579633085,0.8119100568497708,2,0
1372,10,24,2,0.22982097361186504,0.7168651859698687,19,0
1373,8,17,1,0.20309598889717664,0.7920298873560664,37,0
1374,14,17,1,0.06821098876098604,0.7616334059685939,2,0
1375,7,12,3,0.5293412109685494,0.6823541842867846,11,0
1376,14,19,0,0.36925654579941614,0.8869104188207009,33,0
1377,14,16,0,0.47787798537386933,0.8584352558275363,9,0
1378,16,19,0,0.22292963331325852,0.6665490927887873,25,0
1379,13,19,0,0.24614160977254074,0.7906725416183098,6,0
1380,10,11,0,0.19057272632203678,0.7433536350817878,11,0
1381,13,12,8,0.26305596725909464,0.6398407485475033,27,0
1382,9,13,0,0.36622635741303217,0.6585180542524015,8,0
1383,7,17,2,0.29579040470414486,0.6734040176199668,45,0
1384,8,17,0,0.5027502037130701,0.7941570246557204,31,0
1385,8,17,1,0.5400835011658945,0.7542046999796643,27,1
1386,2,17,8,0.2818103120205595,0.7040812037904087,44,1
1387,9,17,0,0.14384878820918964,0.760811697037905,41,0
1388,13,14,3,0.5671154516755853,0.8747534971845478,47,0
1389,9,17,12,0.4410231858305536,0.8356696097272056,5,1
1390,17,13,1,0.38407625163232795,0.9001868807621903,15,0
1391,11,17,0,0.4472482401743855,0.7771687135280752,2,0
1392,16,13,2,0.045589069438153725,0.9602557190681644,15,0
1393,11,15,3,0.040575796582603504,0.8348079883698493,31,1
1394,7,15,0,0.09187239154859243,0.751108257665861,20,0
1395,7,17,1,0.08847058046431945,0.809295180969037,3,0
1396,13,10,0,0.25240228490964267,0.6751924047410183,42,0
1397,9,14,0,0.0944424493712185,0.7693814863752231,39,0
1398,12,20,3,0.5127153865599579,0.8429974230226608,10,0
1399,13,20,1,0.3468581585568155,0.8611669508098589,26,0
1400,7,9,0,0.22095713781015083,0.7589837777168804,10,0
1401,11,18,1,0.041773522935160255,1.0,40,0
1402,8,15,0,0.35461667757547505,0.7827792256844712,13,0
1403,11,13,0,0.0699196923552758,0.6321605957856847,21,0
1404,5,11,1,0.4459321502415637,0.9213267192008499,34,0
1405,9,18,1,0.4816548580462929,0.8607127303849678,44,1
1406,12,17,0,0.3263857547759047,0.8231688820955251,32,0
1407,5,22,0,0.08976171548451448,0.7535079108908223,9,0
1408,12,13,1,0.47211763424427927,0.8393346516026442,30,0
1409,14,8,3,0.18469667355560038,0.9619016245997631,1,1
1410,10,9,3,0.1335918856520759,0.8201632937340146,12,1
1411,13,20,0,0.2823339846110552,0.6529966413189074,44,0
1412,12,16,1,0.5535877448297507,0.45466459168122336,35,0
1413,8,12,3,0.1784239752447142,0.8384559560638386,24,0
1414,13,14,1,0.5433471005835722,0.7014086458739892,40,0
1415,12,15,5,0.03219198524389672,0.7900287282604197,45,1
1416,11,9,4,0.05011422301076809,0.7190922376986602,10,0
1417,14,18,0,0.4191366150811482,0.7119091015803403,47,0
1418,13,15,0,0.11435559686890533,0.7234725866713734,24,0
1419,8,19,0,0.18997240991797523,0.7325124640083435,41,0
1420,14,14,0,0.08182378858834742,0.8776235988482836,18,0
1421,11,22,4,0.199348961479529,0.8573643793136585,8,0
1422,11,14,5,0.168275996335478,0.6792011177188827,46,0
1423,13,8,0,0.4418025833933902,0.6928265273632992,43,0
1424,13,12,1,0.4212140329134263,0.8379121904469373,13,0
1425,18,14,1,0.5729563058570193,0.9052502365435522,16,0
1426,12,15,0,0.4346530111038245,0.9037141359914126,14,0
1427,8,15,1,0.41689065181283097,0.6997091159219768,9,0
1428,4,9,5,0.41652233343759104,0.8989311431900225,9,1
1429,8,23,0,0.5297804733889057,0.622373036568115,5,0
1430,12,15,0,0.17774203972533004,0.7797115582989961,47,0
1431,13,20,0,0.18005526551628254,0.8487026442608653,11,0
1432,10,18,0,0.44472828582296203,0.5921194986958349,19,0
1433,12,15,0,0.13722308229007643,1.0,38,0
1434,9,10,1,0.5472120024887819,0.9326695182976616,10,0
1435,12,14,1,0.3208690350521316,0.864700397236059,16,0
1436,5,15,2,0.18007495685569905,0.7034971792435079,29,0
1437,11,18,0,0.46565995781398944,0.7931896375422868,5,0
1438,17,23,0,0.18739237792517763,0.8790420169763022,18,0
1439,9,21,3,0.577966990243123,0.6877338433000186,42,0
1440,9,15,3,0.5897935258349908,0.7819525768761983,42,0
1441,15,11,0,0.40007774517971767,0.8910383849810983,44,0
1442,7,11,0,0.06818033385013755,0.650540499822695,35,0
1443,11,11,3,0.1579253099599755,0.8332424711020455,36,0
1444,14,19,0,0.3092501773296332,0.624523037037882,22,0
1445,19,21,0,0.510868470058789,0.7056153244421347,24,0
1446,13,17,1,0.11093189816521717,0.7495407394323906,12,1
1447,6,14,0,0.0626420754083594,0.851355561271878,39,0
1448,15,18,0,0.04468648991342134,0.7299210897493796,12,0
1449,13,18,1,0.30418053741602813,0.8125548391329152,35,0
1450,5,11,2,0.5308205817568235,0.7312771862191767,19,0
